RADIOBASE,TRAFICO_T,FECHA
CA3008QK006,28.71,2024-07-20
CA0003QK023,22.6,2024-07-20
CA0274QK021,61.22,2024-07-20
CA0238QK024,15.5,2024-07-20
CA1887QK005,9.32,2024-07-20
CA2416QK005,8.58,2024-07-20
CA2211QK026,56.81,2024-07-20
CA2394QK004,82.73,2024-07-20
CA0413QK001,12.43,2024-07-20
CA2262QK024,18.77,2024-07-20
CA0218QK005,49.06,2024-07-20
CA0164QK041,3.18,2024-07-20
CA0305QK003,44.77,2024-07-20
CA0405QK002,38.51,2024-07-20
CA2402QK005,41.78,2024-07-20
CA0300QK026,39.09,2024-07-20
CA0272QK026,13.36,2024-07-20
CA2323QK004,141.17,2024-07-20
CA1450QK023,4.27,2024-07-20
CA0056QK026,23.64,2024-07-20
CA2276QK025,46.06,2024-07-20
CA2364QK025,13.31,2024-07-20
CA2042QK003,12.25,2024-07-20
CA2364QK021,58.76,2024-07-20
CA0060QK021,20.13,2024-07-20
CA2244QK003,7.79,2024-07-20
CA0072QK003,5.8,2024-07-20
CA0201QK004,54.03,2024-07-20
CA0281QK005,22.53,2024-07-20
CA0002QK024,28.31,2024-07-20
CA1937QK022,86.26,2024-07-20
CA0003QK001,11.27,2024-07-20
CA0273QK005,75.72,2024-07-20
CA0238QK002,36.42,2024-07-20
CA1982QK006,13.91,2024-07-20
CA2403QK006,44.4,2024-07-20
CA2393QK002,46.05,2024-07-20
CA0375QK001,29.59,2024-07-20
CA2390QK002,71.53,2024-07-20
CA2265QK042,6.49,2024-07-20
CA0236QK002,31.63,2024-07-20
CA2247QK025,28.62,2024-07-20
CA0300QK002,26.9,2024-07-20
CA1942QK002,15.07,2024-07-20
CA0398QK022,18.41,2024-07-20
CA3776QK003,20.68,2024-07-20
CA0402QK006,28.89,2024-07-20
CA1887QK041,6.17,2024-07-20
CA0272QK004,28.58,2024-07-20
CA2230QK025,0,2024-07-20
CA0413QK023,4.29,2024-07-20
CA0056QK004,77.03,2024-07-20
CA0928QK024,90.34,2024-07-19
CA0399QK002,36.05,2024-07-19
CA0335QK002,49.8,2024-07-19
CA0385QK002,54.69,2024-07-19
CA2360QK025,16.72,2024-07-19
CA2390QK024,13.13,2024-07-19
CA0034QK001,51.29,2024-07-19
CA0052QK026,9.73,2024-07-19
CA2200QK025,23.86,2024-07-19
CA2395QK004,50.97,2024-07-19
CA2211QK024,30.76,2024-07-19
CA1664QK002,16,2024-07-19
CA1887QK043,9.41,2024-07-19
CA2462QK004,96.14,2024-07-19
CA2397QK023,78.65,2024-07-19
CA1450QK002,8.63,2024-07-19
CA0336QK001,0.96,2024-07-19
CA0209QK025,6.52,2024-07-19
CA0132QK006,91.84,2024-07-19
CA1456QK003,42.46,2024-07-19
CA0252QK012,31.35,2024-07-19
CA0209QK026,8.44,2024-07-19
CA0003QK024,36.41,2024-07-19
CA1973QK001,48.93,2024-07-19
CA1878QK026,8.17,2024-07-19
CA2239QK001,18.93,2024-07-19
CA0125QK003,22.97,2024-07-19
CA0405QK023,18.85,2024-07-19
CA2389QK002,37.88,2024-07-19
CA2392QK004,33.38,2024-07-19
CA0340QK043,0.97,2024-07-19
CA0081QK021,23.38,2024-07-19
CA1878QK001,30.94,2024-07-19
CA1241QK021,83.12,2024-07-19
CA0206QK003,10.38,2024-07-19
CA0323QK002,10.92,2024-07-19
CA3777QK022,60.57,2024-07-19
CA0054QK025,3.71,2024-07-19
CA0281QK004,40.54,2024-07-19
CA1455QK024,1200.19,2024-07-19
CA0387QK003,21.9,2024-07-19
CA0728QK025,8.88,2024-07-19
CA2264QK024,16.68,2024-07-19
CA0303QK024,5.37,2024-07-19
CA0412QK023,6.44,2024-07-19
CA2362QK002,3.65,2024-07-19
CA0323QK023,8.34,2024-07-19
CA0375QK043,6.18,2024-07-19
CA1953QK021,20.02,2024-07-19
CA0305QK024,11.16,2024-07-19
CA0052QK004,25.43,2024-07-19
CA0414QK021,2.28,2024-07-19
CA2042QK026,29.05,2024-07-19
CA0409QK041,3.34,2024-07-19
CA1938QK025,27.22,2024-07-19
CA2394QK022,13.57,2024-07-19
CA2204QK025,45.26,2024-07-19
CA2247QK003,25.16,2024-07-19
CA2357QK043,42.08,2024-07-19
CA1663QK025,8.25,2024-07-19
CA0406QK025,10.69,2024-07-19
CA0046QK022,26.61,2024-07-19
CA0045QK001,3.08,2024-07-19
CA0728QK023,110.9,2024-07-19
CA2356QK022,58,2024-07-19
CA0058QK024,8.13,2024-07-19
CA0399QK024,12.3,2024-07-19
CA0209QK003,6.18,2024-07-19
CA2391QK003,69.89,2024-07-19
CA0034QK021,32.55,2024-07-19
CA0252QK004,12.97,2024-07-19
CA1664QK041,5.75,2024-07-19
CA1916QK022,10.56,2024-07-19
CA2462QK026,48.6,2024-07-19
CA2398QK022,40.39,2024-07-19
CA2388QK003,70.5,2024-07-19
CA2391QK025,29.61,2024-07-19
CA0289QK025,4.59,2024-07-19
CA0628QK002,18.09,2024-07-19
CA0389QK003,48.32,2024-07-19
CA0319QK006,116.06,2024-07-19
CA3776QK024,54.78,2024-07-19
CA1456QK025,31.6,2024-07-19
CA0211QK022,16.88,2024-07-19
CA0009QK006,77.88,2024-07-19
CA1973QK026,66.03,2024-07-19
CA1886QK022,42.65,2024-07-19
CA2239QK026,44.34,2024-07-19
CA2392QK026,81.55,2024-07-19
CA0275QK002,81.76,2024-07-19
CA1455QK002,14.92,2024-07-19
CA2264QK002,13.87,2024-07-19
CA0303QK002,17.28,2024-07-19
CA0203QK002,30.28,2024-07-19
CA1878QK023,8.2,2024-07-19
CA0412QK001,23.08,2024-07-19
CA2399QK003,20.06,2024-07-19
CA1947QK025,42.1,2024-07-19
CA2269QK043,41.55,2024-07-19
CA2244QK024,94.1,2024-07-19
CA2357QK001,50.2,2024-07-19
CA1456QK043,1.97,2024-07-19
CA0045QK006,12.24,2024-07-19
CA0034QK025,37.38,2024-07-19
CA0628QK024,57.64,2024-07-19
CA2401QK002,26.11,2024-07-19
CA0070QK003,55.33,2024-07-19
CA2402QK041,3.06,2024-07-19
CA1399QK003,13.91,2024-07-19
CA0410QK025,2.97,2024-07-19
CA0303QK026,10.81,2024-07-19
CA0398QK024,16.31,2024-07-19
CA3776QK023,38.29,2024-07-19
CA0402QK022,6.52,2024-07-19
CA0272QK006,64.17,2024-07-19
CA2230QK041,52.27,2024-07-19
CA0413QK025,3.65,2024-07-19
CA2276QK041,4.15,2024-07-19
CA2360QK026,8.64,2024-07-19
CA0056QK006,58.83,2024-07-19
CA2401QK042,18.87,2024-07-19
CA0421QK003,29.55,2024-07-19
CA2276QK002,19.72,2024-07-19
CA0350QK003,48.34,2024-07-19
CA2362QK024,74.78,2024-07-19
CA2241QK023,49.75,2024-07-19
CA0002QK001,21.11,2024-07-19
CA0300QK023,35.62,2024-07-19
CA2396QK024,50.3,2024-07-19
CA1974QK006,3.38,2024-07-19
204898QK012,25.43,2024-07-19
CA0411QK006,28.91,2024-07-19
CA1958QK021,15.04,2024-07-19
CA2389QK022,63.11,2024-07-19
CA2264QK025,46.97,2024-07-19
CA1454QK023,23.58,2024-07-19
CA0312QK025,10.1,2024-07-19
CA0298QK002,57.35,2024-07-19
CA2387QK026,7.15,2024-07-19
CA1939QK022,31.81,2024-07-19
CA0239QK021,14.27,2024-07-19
CA0396QK023,5.81,2024-07-19
CA1312QK004,64.91,2024-07-19
CA0289QK003,53.89,2024-07-19
CA0398QK002,24.68,2024-07-19
CA3008QK022,21.95,2024-07-19
CA0274QK023,30.92,2024-07-19
CA0238QK026,34.54,2024-07-19
CA1887QK021,7.09,2024-07-19
CA2462QK001,21.5,2024-07-19
CA2230QK002,0,2024-07-19
CA2394QK006,26.21,2024-07-19
CA0413QK003,2.51,2024-07-19
CA2262QK026,31.99,2024-07-19
CA0218QK041,18.18,2024-07-19
CA0164QK043,4.02,2024-07-19
CA0417QK001,7.14,2024-07-19
CA2360QK001,32.48,2024-07-19
CA0305QK005,24.56,2024-07-19
CA0352QK041,12.11,2024-07-19
CA0273QK002,20.81,2024-07-19
CA2323QK006,72.88,2024-07-19
CA1450QK025,9.49,2024-07-19
CA0058QK002,21.61,2024-07-19
CA2395QK042,39.93,2024-07-19
CA1953QK025,9.24,2024-07-19
CA1454QK001,34.73,2024-07-19
CA0312QK003,15.49,2024-07-19
CA0425QK001,21.19,2024-07-19
CA2387QK001,25.17,2024-07-19
CA2042QK005,171.88,2024-07-19
CA0396QK001,12.67,2024-07-19
CA0060QK023,65.25,2024-07-19
CA2244QK005,40.9,2024-07-19
CA0072QK022,16.6,2024-07-19
CA0201QK006,59.32,2024-07-19
CA0288QK001,16.13,2024-07-19
CA1937QK024,55.76,2024-07-19
CA0236QK041,18.31,2024-07-19
CA0003QK003,35.24,2024-07-19
CA0274QK001,33.42,2024-07-19
CA0238QK004,45.5,2024-07-19
CA2403QK042,5.18,2024-07-19
CA2393QK041,222.14,2024-07-19
CA0375QK003,17.15,2024-07-19
CA2390QK004,37.58,2024-07-19
CA2269QK001,20.05,2024-07-19
CA0306QK002,46.66,2024-07-19
CA2262QK001,40.6,2024-07-19
CA0300QK004,32.51,2024-07-19
CA1947QK001,40.11,2024-07-19
CA0200QK001,28.88,2024-07-19
CA0426QK003,12.82,2024-07-19
CA0211QK025,14.35,2024-07-19
CA0009QK023,82.44,2024-07-19
CA1886QK025,34.55,2024-07-19
CA0054QK003,17.1,2024-07-19
CA2241QK003,65.23,2024-07-19
CA0276QK002,23.14,2024-07-19
CA1455QK005,55.82,2024-07-19
CA0386QK001,0,2024-07-19
CA2264QK005,114.63,2024-07-19
CA0303QK005,11.78,2024-07-19
CA0203QK005,70.17,2024-07-19
CA0412QK004,24.04,2024-07-19
CA2400QK003,27.32,2024-07-19
CA1953QK002,6.95,2024-07-19
CA2270QK003,11.51,2024-07-19
CA1938QK003,2.57,2024-07-19
CA2244QK041,44.03,2024-07-19
CA2357QK004,71.73,2024-07-19
CA1663QK003,51.05,2024-07-19
CA0406QK006,19.37,2024-07-19
CA2360QK041,3.58,2024-07-19
CA0046QK003,18.43,2024-07-19
CA0043QK002,84.88,2024-07-19
CA0728QK001,91.62,2024-07-19
CA2401QK022,120.87,2024-07-19
CA2323QK026,11.35,2024-07-19
CA0070QK006,45.81,2024-07-19
CA0058QK005,57.17,2024-07-19
CA1182QK001,64.43,2024-07-19
CA0399QK005,59.66,2024-07-19
CA0206QK024,12.34,2024-07-19
CA0385QK042,30.53,2024-07-19
CA2390QK041,23.72,2024-07-19
CA0034QK004,89.05,2024-07-19
CA2204QK002,16.58,2024-07-19
CA2395QK041,60.02,2024-07-19
CA1664QK022,7.03,2024-07-19
CA1916QK003,60.7,2024-07-19
CA2462QK021,37,2024-07-19
CA2397QK026,71.6,2024-07-19
CA2391QK006,233.15,2024-07-19
CA0336QK041,0.81,2024-07-19
CA0289QK006,37.09,2024-07-19
CA0134QK003,45.59,2024-07-19
CA1456QK006,103.74,2024-07-19
CA0211QK003,0.27,2024-07-19
CA0009QK001,40.74,2024-07-19
CA1973QK021,51.5,2024-07-19
CA1886QK003,71.49,2024-07-19
CA2239QK021,18.13,2024-07-19
CA0125QK006,41.82,2024-07-19
CA0405QK026,15.92,2024-07-19
CA2392QK021,38.06,2024-07-19
CA0202QK023,29.11,2024-07-19
CA0081QK024,18.08,2024-07-19
CA1878QK004,28.42,2024-07-19
CA1241QK024,60.92,2024-07-19
CA0206QK006,33.78,2024-07-19
CA2398QK041,9.05,2024-07-19
CA3777QK025,53,2024-07-19
CA2269QK024,43.86,2024-07-19
CA0054QK042,23.15,2024-07-19
CA1455QK041,265.68,2024-07-19
CA2400QK023,20.24,2024-07-19
CA0066QK004,71.57,2024-07-19
CA0928QK002,14.55,2024-07-19
CA2360QK002,2.08,2024-07-19
CA0323QK026,6.28,2024-07-19
CA0376QK003,35.65,2024-07-19
CA1953QK024,11.55,2024-07-19
CA2403QK001,3.62,2024-07-19
CA0305QK041,0.9,2024-07-19
CA0052QK021,14.8,2024-07-19
CA2200QK003,30.94,2024-07-19
CA1939QK002,13.84,2024-07-19
CA2394QK025,10.51,2024-07-19
CA2211QK002,11.28,2024-07-19
CA0407QK002,15.68,2024-07-19
CA0046QK025,25.04,2024-07-19
CA0045QK004,2.87,2024-07-19
CA2356QK025,50.64,2024-07-19
CA0060QK001,44.87,2024-07-19
CA0402QK001,44.08,2024-07-19
CA0209QK006,59.83,2024-07-19
CA0132QK001,40.28,2024-07-19
CA0252QK007,4.79,2024-07-19
CA0105QK001,44.48,2024-07-19
CA1916QK025,7.37,2024-07-19
CA3008QK003,29.54,2024-07-19
CA0405QK004,13.53,2024-07-19
CA2388QK023,62.11,2024-07-19
CA2391QK042,53.2,2024-07-19
CA0291QK002,39.78,2024-07-19
CA0340QK001,18.58,2024-07-19
CA0081QK004,44.09,2024-07-19
CA0410QK026,1.76,2024-07-19
CA1182QK002,117.26,2024-07-19
CA0203QK024,10.17,2024-07-19
CA0413QK042,24.74,2024-07-19
CA0319QK023,42.7,2024-07-19
CA3776QK043,26.34,2024-07-19
CA0306QK003,26.16,2024-07-19
CA2402QK001,91.88,2024-07-19
CA0410QK001,6.53,2024-07-19
CA0411QK001,7.76,2024-07-19
CA1953QK042,25.4,2024-07-19
CA1454QK004,100.96,2024-07-19
CA0312QK006,46.46,2024-07-19
CA0425QK041,6.41,2024-07-19
CA0291QK023,13.94,2024-07-19
CA2387QK021,28.46,2024-07-19
CA0239QK002,8.94,2024-07-19
CA2042QK022,38.2,2024-07-19
CA0396QK004,31.04,2024-07-19
CA0060QK026,52.48,2024-07-19
CA0072QK025,8.25,2024-07-19
CA0202QK003,30.34,2024-07-19
CA0288QK004,17.08,2024-07-19
CA1937QK041,17.26,2024-07-19
CA0003QK006,115.49,2024-07-19
CA0274QK004,50.61,2024-07-19
CA0238QK021,16.38,2024-07-19
CA1887QK002,6.31,2024-07-19
CA2416QK002,10.1,2024-07-19
CA2394QK001,40.68,2024-07-19
CA2269QK021,51.25,2024-07-19
CA2262QK021,22.98,2024-07-19
CA1947QK021,83.49,2024-07-19
CA0218QK002,11.62,2024-07-19
CA0303QK043,1.41,2024-07-19
CA0399QK001,19.5,2024-07-19
CA2360QK042,16.12,2024-07-19
CA0402QK025,6.59,2024-07-19
CA0272QK023,21.9,2024-07-19
CA2323QK001,56.01,2024-07-19
CA1450QK006,7.97,2024-07-19
CA0312QK002,36.99,2024-07-19
CA0056QK023,20.03,2024-07-19
CA0414QK005,22.83,2024-07-19
CA0421QK043,11.14,2024-07-19
CA2276QK022,43.57,2024-07-19
CA1982QK043,0.38,2024-07-19
CA2364QK001,100.67,2024-07-19
CA0060QK006,33.95,2024-07-19
CA2241QK026,43.23,2024-07-19
CA0352QK002,19.2,2024-07-19
CA0070QK026,9.88,2024-07-19
CA0201QK001,27.92,2024-07-19
CA0002QK021,28.91,2024-07-19
CA1937QK002,117.28,2024-07-19
CA0002QK041,18.22,2024-07-19
CA2397QK001,126.32,2024-07-19
CA1982QK003,23.69,2024-07-19
231602QK001,22.86,2024-07-19
CA0411QK023,3.51,2024-07-19
CA1958QK024,15.33,2024-07-19
CA2389QK025,50.87,2024-07-19
CA2265QK002,120.07,2024-07-19
CA1454QK026,20.99,2024-07-19
CA0319QK002,39.22,2024-07-19
CA0298QK022,51.14,2024-07-19
CA0298QK025,51.77,2024-07-19
CA1939QK025,18.57,2024-07-19
CA0239QK024,13.16,2024-07-19
CA0396QK026,8,2024-07-19
CA0350QK001,11.13,2024-07-19
CA0398QK005,51.81,2024-07-19
CA3008QK025,18.64,2024-07-19
CA0402QK003,24.15,2024-07-19
CA1887QK024,5.53,2024-07-19
CA2230QK022,0,2024-07-19
CA0413QK006,11.13,2024-07-19
CA0417QK041,12.23,2024-07-19
CA0305QK022,16.43,2024-07-19
CA2270QK026,23.34,2024-07-19
CA2323QK023,14.12,2024-07-19
CA1452QK002,43.38,2024-07-19
CA2362QK005,13.61,2024-07-19
231602QK024,84.17,2024-07-19
CA0249QK003,61.18,2024-07-19
CA2396QK002,16.66,2024-07-19
CA1974QK001,21.25,2024-07-19
204898QK005,39.47,2024-07-19
CA1399QK001,19.77,2024-07-19
CA0414QK024,1.55,2024-07-19
CA0209QK023,9.61,2024-07-19
CA0132QK004,43.07,2024-07-19
CA1456QK001,37.53,2024-07-19
CA0252QK010,9.13,2024-07-19
CA1958QK042,9.97,2024-07-19
CA0306QK004,25.01,2024-07-19
CA0125QK001,46.6,2024-07-19
CA0405QK021,8.53,2024-07-19
CA2388QK026,49.35,2024-07-19
CA2392QK002,17,2024-07-19
CA0291QK005,71.42,2024-07-19
CA0340QK041,1.79,2024-07-19
CA0081QK008,26.05,2024-07-19
CA1664QK042,13.55,2024-07-19
CA1241QK002,89.33,2024-07-19
CA0206QK001,9.8,2024-07-19
CA0319QK026,36.78,2024-07-19
CA3777QK003,96.81,2024-07-19
CA0054QK023,50.82,2024-07-19
CA0281QK002,11.58,2024-07-19
CA1455QK022,24.23,2024-07-19
CA0386QK042,25.23,2024-07-19
CA2264QK022,59.11,2024-07-19
CA0303QK022,11.8,2024-07-19
CA0203QK022,22.08,2024-07-19
CA0412QK021,8.59,2024-07-19
CA2360QK043,26.34,2024-07-19
CA0323QK021,4.44,2024-07-19
CA1953QK005,15.65,2024-07-19
CA0052QK002,46.87,2024-07-19
CA2270QK023,21.55,2024-07-19
CA0409QK002,31.19,2024-07-19
CA1938QK023,28.26,2024-07-19
CA2204QK023,107.98,2024-07-19
CA2247QK001,28.71,2024-07-19
CA2357QK041,18.2,2024-07-19
CA1663QK023,24.49,2024-07-19
CA0406QK023,9.26,2024-07-19
CA0046QK006,48.67,2024-07-19
CA0043QK005,100.19,2024-07-19
CA0728QK021,69.74,2024-07-19
CA2401QK025,107.59,2024-07-19
CA2356QK003,30,2024-07-19
CA0070QK023,12.95,2024-07-19
CA0058QK022,10.67,2024-07-19
CA0399QK022,12.37,2024-07-19
CA0209QK001,9.16,2024-07-19
CA2391QK001,16.58,2024-07-19
CA0034QK008,30.55,2024-07-19
CA0252QK002,2.07,2024-07-19
CA1664QK025,7.91,2024-07-19
CA1916QK006,48.51,2024-07-19
CA2462QK024,46.42,2024-07-19
CA2398QK003,14.78,2024-07-19
CA2388QK001,17.65,2024-07-19
CA2391QK023,131.24,2024-07-19
CA0289QK023,8.58,2024-07-19
CA0426QK043,2.63,2024-07-19
CA0319QK004,30.89,2024-07-19
CA0141QK003,20.18,2024-07-19
CA1456QK023,14.01,2024-07-19
CA0211QK006,0.98,2024-07-19
CA0009QK004,85.01,2024-07-19
CA1973QK024,46.16,2024-07-19
CA1886QK006,57.27,2024-07-19
CA2239QK024,15.89,2024-07-19
CA0406QK003,12.73,2024-07-19
CA0389QK002,38.41,2024-07-19
CA2392QK024,27.2,2024-07-19
CA0274QK026,27.17,2024-07-19
CA2263QK003,275.52,2024-07-19
CA0300QK043,27.94,2024-07-19
CA0202QK026,27.92,2024-07-19
CA0084QK001,17.81,2024-07-19
CA1878QK021,13.93,2024-07-19
CA0411QK025,7.15,2024-07-19
CA1312QK001,30.18,2024-07-19
CA0206QK023,10.35,2024-07-19
CA2399QK001,3.95,2024-07-19
CA0410QK002,1.01,2024-07-19
CA2269QK041,23.43,2024-07-19
CA2244QK022,35.24,2024-07-19
CA2356QK042,41.13,2024-07-19
CA1456QK041,12.47,2024-07-19
CA0628QK022,49.48,2024-07-19
CA2400QK026,18.84,2024-07-19
CA0070QK001,39.7,2024-07-19
CA0928QK022,20.2,2024-07-19
CA0169QK042,15.9,2024-07-19
CA0323QK043,6.89,2024-07-19
CA0376QK043,4.57,2024-07-19
CA2390QK022,70.47,2024-07-19
CA0009QK025,37.54,2024-07-19
CA2403QK004,2.15,2024-07-19
CA0052QK024,10.32,2024-07-19
CA2200QK023,14.6,2024-07-19
CA2395QK002,23.02,2024-07-19
CA2211QK022,27.64,2024-07-19
CA1663QK043,10.27,2024-07-19
CA2397QK021,151.3,2024-07-19
CA0407QK042,2.37,2024-07-19
CA1399QK006,41.71,2024-07-19
CA0335QK042,19.11,2024-07-19
CA0350QK043,4.47,2024-07-19
CA0421QK001,46.21,2024-07-19
CA2270QK043,74.16,2024-07-19
CA1452QK005,116.4,2024-07-19
CA2362QK022,23.69,2024-07-19
CA2241QK021,25.68,2024-07-19
271459QK024,57.85,2024-07-19
CA2396QK022,59.74,2024-07-19
CA1974QK004,25.29,2024-07-19
204898QK009,69.17,2024-07-19
CA0411QK004,41.16,2024-07-19
CA1958QK002,12.81,2024-07-19
CA2389QK006,255.5,2024-07-19
CA1454QK021,31.12,2024-07-19
CA0312QK023,8.54,2024-07-19
CA0300QK022,22.14,2024-07-19
CA0291QK026,13.63,2024-07-19
CA2387QK024,26.21,2024-07-19
CA0239QK005,26.55,2024-07-19
CA2042QK025,27.76,2024-07-19
CA0396QK021,18.38,2024-07-19
CA0066QK003,58.77,2024-07-19
CA0081QK002,18.51,2024-07-19
CA0202QK006,106.65,2024-07-19
CA0289QK001,11.97,2024-07-19
CA3008QK006,28.63,2024-07-19
CA0003QK023,24.33,2024-07-19
CA0274QK021,54.21,2024-07-19
CA0238QK024,15.36,2024-07-19
CA1887QK005,8.56,2024-07-19
CA2416QK005,8.69,2024-07-19
CA2211QK026,66.15,2024-07-19
CA2394QK004,71.96,2024-07-19
CA0413QK001,11.79,2024-07-19
CA2262QK024,20.61,2024-07-19
CA0218QK005,39.38,2024-07-19
CA0164QK041,3.23,2024-07-19
CA0305QK003,46.13,2024-07-19
CA0405QK002,39.7,2024-07-19
CA2402QK005,33.63,2024-07-19
CA0300QK026,31.85,2024-07-19
CA0272QK026,16.03,2024-07-19
CA2323QK004,135.66,2024-07-19
CA1450QK023,4.69,2024-07-19
CA0056QK026,18.16,2024-07-19
CA2276QK025,36.38,2024-07-19
CA2364QK025,16.97,2024-07-19
CA2042QK003,19.04,2024-07-19
CA2364QK021,50.4,2024-07-19
CA0060QK021,21.91,2024-07-19
CA2244QK003,21.44,2024-07-19
CA0072QK003,15.48,2024-07-19
CA0201QK004,47.69,2024-07-19
CA0281QK005,19.28,2024-07-19
CA0002QK024,24.46,2024-07-19
CA1937QK022,85.84,2024-07-19
CA0003QK001,7.61,2024-07-19
CA0273QK005,50.58,2024-07-19
CA0238QK002,31.23,2024-07-19
CA1982QK006,16.4,2024-07-19
CA2403QK006,30.01,2024-07-19
CA2393QK002,40.94,2024-07-19
CA0375QK001,32.18,2024-07-19
CA2390QK002,114.89,2024-07-19
CA2265QK042,7.01,2024-07-19
CA0236QK002,32.21,2024-07-19
CA2247QK025,21.01,2024-07-19
CA0300QK002,33.45,2024-07-19
CA1942QK002,21.98,2024-07-19
CA0398QK022,16.93,2024-07-19
CA3776QK003,19.34,2024-07-19
CA0402QK006,26.99,2024-07-19
CA1887QK041,6.44,2024-07-19
CA0272QK004,20.97,2024-07-19
CA2230QK025,0,2024-07-19
CA0413QK023,4.37,2024-07-19
CA0056QK004,80.52,2024-07-19
CA0306QK005,46.07,2024-07-19
CA0414QK026,6.51,2024-07-19
CA0410QK003,6.94,2024-07-19
CA1938QK001,21.5,2024-07-19
CA2244QK025,28.58,2024-07-19
CA2357QK002,30.29,2024-07-19
CA1663QK001,9.24,2024-07-19
CA0046QK001,26.97,2024-07-19
CA0034QK026,82.63,2024-07-19
CA0628QK025,45,2024-07-19
CA2401QK003,126.46,2024-07-19
CA2323QK024,51.29,2024-07-19
CA0070QK004,57.14,2024-07-19
CA0058QK003,26.99,2024-07-19
CA0928QK025,18.5,2024-07-19
CA0399QK003,8.34,2024-07-19
CA0385QK003,45.38,2024-07-19
CA2390QK025,65.73,2024-07-19
CA0034QK002,20.55,2024-07-19
CA2200QK026,16.33,2024-07-19
CA2395QK005,89.97,2024-07-19
CA1664QK003,4.38,2024-07-19
CA1916QK001,175.08,2024-07-19
CA2462QK005,81.61,2024-07-19
CA2397QK024,129.45,2024-07-19
CA2391QK004,140.19,2024-07-19
CA1450QK003,5.04,2024-07-19
CA0336QK002,8.66,2024-07-19
CA0414QK003,11.47,2024-07-19
CA0134QK001,54.65,2024-07-19
CA1456QK004,130.44,2024-07-19
CA0272QK001,17.95,2024-07-19
CA0211QK001,6.33,2024-07-19
CA0003QK025,12.67,2024-07-19
CA1973QK002,21.78,2024-07-19
CA1886QK001,47.2,2024-07-19
CA3780QK001,31.86,2024-07-19
CA0426QK002,17.05,2024-07-19
CA2239QK002,12.05,2024-07-19
CA0125QK004,167.78,2024-07-19
CA0405QK024,8.29,2024-07-19
CA2389QK003,74.32,2024-07-19
CA2392QK005,43.63,2024-07-19
CA0081QK022,59.23,2024-07-19
CA1878QK002,18.81,2024-07-19
CA1241QK022,40.42,2024-07-19
CA0206QK004,43.58,2024-07-19
CA2398QK025,40.53,2024-07-19
CA0323QK003,5.84,2024-07-19
CA3777QK023,137.86,2024-07-19
CA0054QK026,46.9,2024-07-19
CA1455QK025,19.02,2024-07-19
CA0387QK042,30.05,2024-07-19
CA0728QK026,136.94,2024-07-19
CA0412QK024,6.45,2024-07-19
CA2362QK003,7.25,2024-07-19
CA0323QK024,4.55,2024-07-19
CA0376QK001,13.53,2024-07-19
CA1953QK022,7.94,2024-07-19
CA0305QK025,23,2024-07-19
CA0052QK005,49.28,2024-07-19
CA2200QK001,36.46,2024-07-19
CA0409QK042,2.77,2024-07-19
CA1938QK026,23.64,2024-07-19
CA2394QK023,12.29,2024-07-19
CA2204QK026,83.57,2024-07-19
CA2247QK021,12.78,2024-07-19
CA1663QK026,15.53,2024-07-19
CA0406QK026,6.67,2024-07-19
CA0046QK023,28.34,2024-07-19
CA0045QK002,3.74,2024-07-19
CA2356QK023,26.91,2024-07-19
CA0058QK025,9.77,2024-07-19
CA0399QK025,11.97,2024-07-19
CA0209QK004,33.07,2024-07-19
CA0034QK022,32.84,2024-07-19
CA0252QK005,3.79,2024-07-19
CA0084QK002,6.55,2024-07-19
CA1916QK023,11.95,2024-07-19
CA3008QK001,108.26,2024-07-19
CA0169QK003,18.57,2024-07-19
CA2398QK023,30.56,2024-07-19
CA2388QK021,8.63,2024-07-19
CA2391QK026,106.49,2024-07-19
CA0289QK026,9.45,2024-07-19
CA0319QK021,11.52,2024-07-19
CA3776QK026,29.63,2024-07-19
CA0211QK023,0.7,2024-07-19
CA0009QK021,35.28,2024-07-19
CA1886QK023,22.73,2024-07-19
CA0054QK001,15.92,2024-07-19
CA2241QK001,31.29,2024-07-19
CA2392QK041,11.85,2024-07-19
CA0275QK003,45.12,2024-07-19
CA1455QK003,40.83,2024-07-19
CA2264QK003,12.32,2024-07-19
CA0303QK003,28.04,2024-07-19
CA0203QK003,21.89,2024-07-19
CA1878QK024,15.12,2024-07-19
CA0412QK002,15.42,2024-07-19
CA2400QK001,18.68,2024-07-19
CA1947QK026,71.49,2024-07-19
CA2270QK001,66.09,2024-07-19
CA0414QK022,5.1,2024-07-19
CA2403QK043,6.11,2024-07-19
CA2393QK042,7.75,2024-07-19
CA0375QK041,4.29,2024-07-19
CA2390QK005,168.49,2024-07-19
CA2269QK002,48.38,2024-07-19
CA2262QK002,23.33,2024-07-19
CA0300QK005,103.41,2024-07-19
CA1947QK002,27.75,2024-07-19
CA0200QK002,30.76,2024-07-19
CA0303QK041,67.73,2024-07-19
CA0398QK025,15.42,2024-07-19
CA0402QK023,9.62,2024-07-19
CA0272QK021,6.41,2024-07-19
CA2230QK042,51.43,2024-07-19
CA0413QK026,4.82,2024-07-19
CA2276QK042,8.59,2024-07-19
CA0306QK006,33.51,2024-07-19
CA0056QK021,34.07,2024-07-19
CA2401QK043,71.33,2024-07-19
CA0421QK041,15.3,2024-07-19
CA2276QK003,17.68,2024-07-19
CA2362QK025,19.36,2024-07-19
CA0060QK004,54.16,2024-07-19
